,ID,Age,Status_num,Education_num,Income,Num_of_kids,Num_of_Teen,Responded,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Num_Web_Visits,Mnt_Products,Complain,Cost_Contact,Revenue,Mnt_Products,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish
0,5430,66.0,5,2,54450.0,1.0,1.0,0,12.0,9.0,2.0,8.0,16.0,684.0,0.0,3.0,11.0,684.0,454.0,0.0,171.0,8.0,19.0,32.0
1,8996,65.0,4,5,55212.0,2.0,1.0,0,12.0,7.0,2.0,8.0,18.0,603.0,0.0,3.0,11.0,603.0,230.0,42.0,192.0,49.0,37.0,53.0
2,8432,66.0,5,2,54450.0,1.0,1.0,0,12.0,9.0,2.0,8.0,16.0,684.0,0.0,3.0,11.0,684.0,454.0,0.0,171.0,8.0,19.0,32.0
3,6566,68.0,4,5,72550.0,1.0,1.0,0,9.0,5.0,2.0,12.0,16.0,1319.0,0.0,3.0,11.0,1319.0,826.0,50.0,317.0,50.0,38.0,38.0
4,2552,67.0,2,5,55521.0,1.0,2.0,1,9.0,6.0,3.0,6.0,14.0,446.0,0.0,3.0,11.0,446.0,416.0,0.0,26.0,0.0,0.0,4.0
5,1165,64.0,2,5,50729.0,1.0,1.0,0,9.0,6.0,2.0,7.0,12.0,496.0,0.0,3.0,11.0,496.0,239.0,13.0,143.0,45.0,4.0,52.0
6,9967,48.0,3,2,53034.0,1.0,1.0,0,8.0,6.0,1.0,7.0,16.0,447.0,0.0,3.0,11.0,447.0,160.0,15.0,196.0,15.0,11.0,50.0
7,4095,51.0,4,2,37150.0,1.0,0.0,0,8.0,4.0,3.0,6.0,14.0,467.0,0.0,3.0,11.0,467.0,167.0,37.0,64.0,49.0,34.0,116.0
8,6575,41.0,5,2,56386.0,1.0,1.0,0,8.0,9.0,1.0,7.0,18.0,612.0,0.0,3.0,11.0,612.0,230.0,48.0,214.0,13.0,32.0,75.0
9,2849,43.0,2,2,60474.0,0.0,1.0,0,7.0,10.0,2.0,12.0,14.0,877.0,0.0,3.0,11.0,877.0,265.0,199.0,0.0,234.0,9.0,170.0
10,4148,50.0,4,2,38988.0,1.0,2.0,0,7.0,5.0,1.0,6.0,16.0,348.0,0.0,3.0,11.0,348.0,164.0,24.0,103.0,12.0,3.0,42.0
11,7187,53.0,5,3,54730.0,1.0,1.0,0,7.0,4.0,10.0,4.0,6.0,721.0,0.0,3.0,11.0,721.0,375.0,42.0,48.0,94.0,66.0,96.0
12,4299,62.0,5,2,70971.0,0.0,1.0,0,7.0,11.0,11.0,5.0,14.0,1825.0,0.0,3.0,11.0,1825.0,1001.0,17.0,572.0,93.0,125.0,17.0
13,5892,42.0,4,2,34968.0,1.0,0.0,0,7.0,3.0,2.0,5.0,14.0,221.0,0.0,3.0,11.0,221.0,158.0,6.0,45.0,8.0,2.0,2.0
14,1600,57.0,4,3,56962.0,2.0,1.0,0,7.0,6.0,3.0,5.0,14.0,411.0,0.0,3.0,11.0,411.0,292.0,3.0,77.0,10.0,3.0,26.0
15,5837,55.0,4,2,51479.0,1.0,1.0,0,7.0,6.0,3.0,6.0,14.0,494.0,0.0,3.0,11.0,494.0,247.0,8.0,160.0,6.0,8.0,65.0
16,4769,45.0,5,3,57954.0,1.0,1.0,1,7.0,8.0,2.0,6.0,14.0,493.0,0.0,3.0,11.0,493.0,456.0,4.0,24.0,0.0,0.0,9.0
17,4599,46.0,4,3,49681.0,0.0,2.0,0,6.0,7.0,1.0,7.0,14.0,458.0,0.0,3.0,11.0,458.0,411.0,0.0,26.0,0.0,0.0,21.0
18,4271,33.0,5,4,38683.0,1.0,0.0,0,6.0,4.0,1.0,6.0,14.0,341.0,0.0,3.0,11.0,341.0,46.0,35.0,69.0,84.0,41.0,66.0
19,8870,38.0,5,2,35196.0,1.0,0.0,0,6.0,6.0,1.0,5.0,16.0,497.0,0.0,3.0,11.0,497.0,75.0,12.0,141.0,43.0,39.0,187.0
20,8216,50.0,4,3,53761.0,1.0,1.0,0,6.0,4.0,4.0,3.0,10.0,325.0,0.0,3.0,11.0,325.0,158.0,0.0,76.0,13.0,7.0,71.0
21,3340,45.0,4,2,42014.0,1.0,0.0,0,6.0,7.0,1.0,6.0,16.0,436.0,0.0,3.0,11.0,436.0,244.0,15.0,108.0,4.0,15.0,50.0
22,3281,62.0,4,5,49154.0,1.0,1.0,0,6.0,4.0,1.0,8.0,12.0,411.0,0.0,3.0,11.0,411.0,206.0,10.0,67.0,30.0,27.0,71.0
23,2607,69.0,2,2,40464.0,0.0,1.0,0,6.0,8.0,2.0,8.0,16.0,630.0,0.0,3.0,11.0,630.0,424.0,17.0,118.0,7.0,23.0,41.0
24,5675,62.0,3,5,50611.0,0.0,1.0,1,6.0,4.0,5.0,7.0,12.0,493.0,0.0,3.0,11.0,493.0,459.0,0.0,24.0,6.0,0.0,4.0
25,6613,52.0,4,3,44511.0,1.0,0.0,0,6.0,8.0,4.0,8.0,16.0,727.0,0.0,3.0,11.0,727.0,513.0,7.0,133.0,46.0,14.0,14.0
26,1343,54.0,5,2,58554.0,1.0,1.0,0,6.0,8.0,2.0,6.0,14.0,586.0,0.0,3.0,11.0,586.0,368.0,24.0,68.0,38.0,0.0,88.0
27,11112,56.0,5,2,70713.0,0.0,1.0,0,6.0,5.0,6.0,8.0,6.0,1477.0,0.0,3.0,11.0,1477.0,736.0,114.0,279.0,82.0,76.0,190.0
28,879,46.0,4,3,49681.0,0.0,2.0,0,6.0,7.0,1.0,7.0,14.0,458.0,0.0,3.0,11.0,458.0,411.0,0.0,26.0,0.0,0.0,21.0
29,7373,70.0,3,5,46610.0,0.0,2.0,0,6.0,4.0,1.0,6.0,12.0,302.0,0.0,3.0,11.0,302.0,96.0,12.0,96.0,33.0,22.0,43.0
30,1378,50.0,5,4,50334.0,0.0,1.0,0,6.0,7.0,4.0,6.0,12.0,534.0,0.0,3.0,11.0,534.0,284.0,16.0,0.0,84.0,16.0,134.0
31,3933,42.0,5,2,44010.0,1.0,0.0,0,6.0,10.0,2.0,6.0,18.0,662.0,0.0,3.0,11.0,662.0,186.0,36.0,234.0,86.0,72.0,48.0
32,7108,57.0,6,3,51390.0,1.0,1.0,0,6.0,5.0,2.0,5.0,10.0,353.0,0.0,3.0,11.0,353.0,205.0,20.0,47.0,23.0,2.0,56.0
33,3050,56.0,4,2,54198.0,1.0,1.0,0,6.0,3.0,1.0,6.0,8.0,235.0,0.0,3.0,11.0,235.0,185.0,0.0,28.0,3.0,2.0,17.0
34,273,52.0,4,3,36138.0,1.0,1.0,1,5.0,3.0,1.0,4.0,14.0,151.0,0.0,3.0,11.0,151.0,130.0,0.0,16.0,0.0,0.0,5.0
35,10862,62.0,4,3,30522.0,0.0,1.0,0,5.0,1.0,2.0,9.0,4.0,326.0,0.0,3.0,11.0,326.0,179.0,8.0,83.0,19.0,11.0,26.0
36,8985,58.0,5,4,68316.0,0.0,1.0,0,5.0,10.0,7.0,10.0,12.0,1211.0,0.0,3.0,11.0,1211.0,806.0,80.0,161.0,120.0,11.0,33.0
37,3388,55.0,3,2,70844.0,1.0,1.0,0,5.0,6.0,1.0,5.0,14.0,294.0,0.0,3.0,11.0,294.0,129.0,26.0,67.0,3.0,67.0,2.0
38,1135,62.0,5,3,17144.0,1.0,1.0,0,5.0,3.0,0.0,4.0,14.0,47.0,0.0,3.0,11.0,47.0,18.0,2.0,19.0,0.0,2.0,6.0
39,7143,67.0,5,4,74805.0,0.0,1.0,0,5.0,4.0,7.0,10.0,4.0,820.0,0.0,3.0,11.0,820.0,209.0,162.0,209.0,41.0,162.0,37.0
40,975,66.0,2,2,54252.0,1.0,1.0,0,5.0,4.0,1.0,5.0,12.0,264.0,0.0,3.0,11.0,264.0,178.0,4.0,26.0,8.0,4.0,44.0
41,1907,72.0,3,3,63120.0,0.0,1.0,0,5.0,8.0,4.0,9.0,14.0,1477.0,0.0,3.0,11.0,1477.0,965.0,69.0,279.0,54.0,41.0,69.0
43,6661,48.0,4,2,67445.0,0.0,1.0,0,5.0,9.0,6.0,12.0,12.0,1174.0,0.0,3.0,11.0,1174.0,757.0,80.0,217.0,29.0,80.0,11.0
44,10681,52.0,4,4,62466.0,0.0,1.0,0,5.0,6.0,3.0,12.0,8.0,889.0,0.0,3.0,11.0,889.0,129.0,129.0,259.0,168.0,121.0,83.0
45,4480,49.0,4,3,60432.0,0.0,1.0,0,5.0,7.0,2.0,5.0,12.0,401.0,0.0,3.0,11.0,401.0,365.0,3.0,15.0,4.0,3.0,11.0
46,7378,41.0,5,3,42021.0,1.0,0.0,1,5.0,10.0,1.0,6.0,18.0,573.0,0.0,3.0,11.0,573.0,393.0,5.0,136.0,7.0,5.0,27.0
47,5621,53.0,4,2,48752.0,1.0,1.0,0,5.0,6.0,1.0,5.0,18.0,316.0,0.0,3.0,11.0,316.0,73.0,57.0,100.0,71.0,15.0,0.0
48,7124,54.0,3,2,36997.0,1.0,1.0,0,5.0,2.0,1.0,4.0,10.0,94.0,0.0,3.0,11.0,94.0,43.0,4.0,12.0,8.0,0.0,27.0
49,5324,41.0,4,5,58293.0,1.0,0.0,0,5.0,5.0,3.0,6.0,10.0,422.0,0.0,3.0,11.0,422.0,173.0,43.0,118.0,46.0,27.0,15.0
50,5156,52.0,4,4,62466.0,0.0,1.0,0,5.0,6.0,3.0,12.0,8.0,889.0,0.0,3.0,11.0,889.0,129.0,129.0,259.0,168.0,121.0,83.0
51,675,49.0,3,3,52034.0,1.0,1.0,0,5.0,4.0,2.0,5.0,14.0,332.0,0.0,3.0,11.0,332.0,146.0,0.0,93.0,7.0,13.0,73.0
52,5966,48.0,4,5,45207.0,1.0,1.0,1,5.0,3.0,1.0,6.0,12.0,215.0,0.0,3.0,11.0,215.0,203.0,0.0,10.0,0.0,0.0,2.0
53,6374,68.0,4,5,36930.0,0.0,1.0,0,5.0,5.0,2.0,4.0,16.0,297.0,0.0,3.0,11.0,297.0,223.0,2.0,31.0,0.0,2.0,39.0
54,2456,47.0,4,5,40233.0,0.0,1.0,0,5.0,2.0,1.0,5.0,12.0,149.0,0.0,3.0,11.0,149.0,80.0,4.0,46.0,0.0,17.0,2.0
55,24,62.0,5,3,17144.0,1.0,1.0,0,5.0,3.0,0.0,4.0,14.0,47.0,0.0,3.0,11.0,47.0,18.0,2.0,19.0,0.0,2.0,6.0
56,5462,48.0,4,2,67445.0,0.0,1.0,0,5.0,9.0,6.0,12.0,12.0,1174.0,0.0,3.0,11.0,1174.0,757.0,80.0,217.0,29.0,80.0,11.0
57,8210,47.0,4,3,54730.0,0.0,1.0,0,5.0,4.0,1.0,8.0,8.0,405.0,0.0,3.0,11.0,405.0,318.0,3.0,17.0,4.0,7.0,56.0
58,9703,52.0,4,5,38097.0,1.0,1.0,1,4.0,3.0,2.0,2.0,14.0,184.0,0.0,3.0,11.0,184.0,77.0,2.0,35.0,0.0,1.0,69.0
59,7297,49.0,2,2,7500.0,1.0,0.0,0,4.0,3.0,1.0,3.0,14.0,57.0,0.0,3.0,11.0,57.0,5.0,3.0,10.0,12.0,7.0,20.0
60,1000,61.0,5,3,74881.0,1.0,1.0,0,4.0,9.0,2.0,12.0,10.0,964.0,0.0,3.0,11.0,964.0,505.0,72.0,270.0,36.0,27.0,54.0
61,2134,70.0,2,2,53700.0,0.0,1.0,0,4.0,5.0,5.0,8.0,10.0,694.0,0.0,3.0,11.0,694.0,263.0,5.0,233.0,69.0,41.0,83.0
62,10524,59.0,3,3,49476.0,0.0,1.0,0,4.0,2.0,11.0,5.0,4.0,795.0,0.0,3.0,11.0,795.0,386.0,23.0,95.0,54.0,41.0,196.0
63,2157,50.0,5,2,26290.0,1.0,1.0,0,4.0,2.0,0.0,4.0,12.0,77.0,0.0,3.0,11.0,77.0,15.0,8.0,16.0,11.0,5.0,22.0
64,9256,51.0,2,2,58350.0,0.0,1.0,0,4.0,8.0,3.0,12.0,12.0,1001.0,0.0,3.0,11.0,1001.0,493.0,26.0,206.0,116.0,80.0,80.0
65,1272,57.0,2,3,55250.0,0.0,1.0,0,4.0,7.0,5.0,10.0,10.0,903.0,0.0,3.0,11.0,903.0,664.0,58.0,83.0,32.0,0.0,66.0
66,10613,64.0,5,5,37334.0,1.0,1.0,0,4.0,3.0,0.0,4.0,8.0,62.0,0.0,3.0,11.0,62.0,26.0,1.0,16.0,2.0,2.0,15.0
67,5092,73.0,6,5,51569.0,0.0,1.0,1,4.0,7.0,1.0,7.0,16.0,467.0,0.0,3.0,11.0,467.0,380.0,0.0,47.0,6.0,0.0,34.0
68,2804,47.0,2,3,46098.0,1.0,1.0,0,4.0,3.0,2.0,2.0,16.0,120.0,0.0,3.0,11.0,120.0,57.0,0.0,27.0,0.0,0.0,36.0
69,347,46.0,3,2,40780.0,0.0,1.0,0,4.0,7.0,1.0,5.0,18.0,377.0,0.0,3.0,11.0,377.0,229.0,27.0,71.0,13.0,3.0,34.0
70,6295,45.0,4,2,54233.0,0.0,1.0,0,4.0,11.0,6.0,5.0,16.0,981.0,0.0,3.0,11.0,981.0,652.0,8.0,158.0,21.0,0.0,142.0
71,3846,48.0,4,2,42557.0,0.0,1.0,0,4.0,6.0,1.0,4.0,16.0,270.0,0.0,3.0,11.0,270.0,192.0,5.0,53.0,0.0,5.0,15.0
72,213,59.0,2,5,23091.0,1.0,1.0,0,4.0,2.0,1.0,3.0,14.0,48.0,0.0,3.0,11.0,48.0,35.0,0.0,11.0,0.0,0.0,2.0
73,8588,61.0,4,2,60544.0,1.0,1.0,0,4.0,5.0,1.0,5.0,12.0,289.0,0.0,3.0,11.0,289.0,201.0,2.0,43.0,3.0,5.0,35.0
74,10001,37.0,5,4,7500.0,1.0,0.0,0,4.0,2.0,1.0,3.0,18.0,100.0,0.0,3.0,11.0,100.0,5.0,17.0,17.0,13.0,14.0,34.0
75,8858,50.0,4,5,55212.0,0.0,1.0,1,4.0,8.0,2.0,7.0,16.0,542.0,0.0,3.0,11.0,542.0,516.0,0.0,21.0,0.0,0.0,5.0
76,8534,70.0,4,2,67433.0,0.0,2.0,1,4.0,6.0,5.0,13.0,8.0,992.0,0.0,3.0,11.0,992.0,615.0,28.0,259.0,12.0,48.0,30.0
77,6312,63.0,4,2,65031.0,0.0,1.0,0,4.0,10.0,3.0,13.0,14.0,863.0,0.0,3.0,11.0,863.0,258.0,107.0,291.0,84.0,37.0,86.0
78,6376,43.0,2,2,57537.0,1.0,0.0,0,4.0,4.0,3.0,8.0,8.0,545.0,0.0,3.0,11.0,545.0,191.0,56.0,139.0,51.0,8.0,100.0
79,9426,58.0,2,3,58308.0,0.0,1.0,0,4.0,2.0,6.0,3.0,16.0,900.0,0.0,3.0,11.0,900.0,691.0,0.0,69.0,10.0,0.0,130.0
80,843,51.0,4,2,64722.0,1.0,0.0,0,4.0,8.0,2.0,11.0,12.0,805.0,0.0,3.0,11.0,805.0,303.0,0.0,280.0,60.0,147.0,15.0
81,3270,44.0,5,4,17117.0,1.0,0.0,0,4.0,3.0,1.0,3.0,18.0,128.0,0.0,3.0,11.0,128.0,12.0,23.0,38.0,30.0,18.0,7.0
82,7433,37.0,2,2,29760.0,1.0,0.0,0,4.0,3.0,1.0,4.0,16.0,165.0,0.0,3.0,11.0,165.0,64.0,4.0,68.0,7.0,5.0,17.0
83,2404,46.0,4,2,53359.0,1.0,1.0,0,4.0,5.0,1.0,4.0,14.0,257.0,0.0,3.0,11.0,257.0,173.0,4.0,30.0,3.0,6.0,41.0
84,3406,58.0,2,2,45989.0,0.0,1.0,0,4.0,3.0,2.0,7.0,6.0,322.0,0.0,3.0,11.0,322.0,138.0,33.0,87.0,28.0,24.0,12.0
85,10971,45.0,2,2,37774.0,2.0,0.0,1,4.0,7.0,2.0,3.0,18.0,473.0,1.0,3.0,11.0,473.0,173.0,8.0,107.0,7.0,2.0,176.0
86,837,45.0,4,2,54809.0,1.0,1.0,0,4.0,2.0,1.0,5.0,8.0,174.0,0.0,3.0,11.0,174.0,63.0,6.0,57.0,13.0,13.0,22.0
87,8969,45.0,4,2,71855.0,0.0,1.0,0,4.0,5.0,5.0,11.0,6.0,1141.0,0.0,3.0,11.0,1141.0,548.0,31.0,422.0,0.0,112.0,28.0
88,9648,55.0,2,2,46904.0,1.0,1.0,0,4.0,5.0,1.0,4.0,16.0,253.0,0.0,3.0,11.0,253.0,153.0,4.0,56.0,0.0,9.0,31.0
89,8779,37.0,4,4,36145.0,1.0,0.0,1,4.0,4.0,1.0,3.0,18.0,172.0,0.0,3.0,11.0,172.0,56.0,4.0,76.0,17.0,1.0,18.0
90,7476,58.0,2,3,63972.0,0.0,1.0,1,4.0,5.0,4.0,10.0,8.0,1269.0,0.0,3.0,11.0,1269.0,928.0,63.0,254.0,0.0,12.0,12.0
91,10703,47.0,2,3,46098.0,1.0,1.0,0,4.0,3.0,2.0,2.0,16.0,120.0,0.0,3.0,11.0,120.0,57.0,0.0,27.0,0.0,0.0,36.0
92,10262,42.0,4,2,15072.0,2.0,0.0,0,4.0,3.0,1.0,3.0,10.0,53.0,0.0,3.0,11.0,53.0,8.0,2.0,15.0,0.0,10.0,18.0
93,8310,58.0,5,2,68142.0,0.0,1.0,0,3.0,10.0,4.0,7.0,12.0,1459.0,0.0,3.0,11.0,1459.0,897.0,126.0,196.0,91.0,112.0,37.0
94,3799,67.0,4,2,67225.0,0.0,1.0,0,3.0,7.0,2.0,11.0,10.0,868.0,0.0,3.0,11.0,868.0,315.0,35.0,322.0,46.0,7.0,143.0
95,9579,63.0,4,5,33762.0,2.0,1.0,0,3.0,2.0,2.0,2.0,16.0,106.0,0.0,3.0,11.0,106.0,53.0,1.0,34.0,2.0,0.0,16.0
96,10872,53.0,4,5,55212.0,0.0,1.0,1,3.0,4.0,2.0,11.0,16.0,1182.0,0.0,3.0,11.0,1182.0,1103.0,0.0,45.0,0.0,0.0,34.0
97,10995,34.0,4,4,15716.0,1.0,0.0,0,3.0,3.0,0.0,4.0,16.0,92.0,1.0,3.0,11.0,92.0,16.0,5.0,30.0,8.0,7.0,26.0
98,2154,51.0,6,2,30372.0,1.0,1.0,0,3.0,2.0,0.0,3.0,14.0,44.0,0.0,3.0,11.0,44.0,15.0,0.0,12.0,7.0,3.0,7.0
99,4098,49.0,4,2,24639.0,1.0,1.0,0,3.0,2.0,0.0,4.0,12.0,44.0,0.0,3.0,11.0,44.0,20.0,3.0,16.0,0.0,4.0,1.0
100,6720,54.0,5,3,43795.0,0.0,1.0,1,3.0,7.0,3.0,4.0,14.0,492.0,0.0,3.0,11.0,492.0,314.0,11.0,53.0,4.0,3.0,107.0
101,2406,73.0,5,2,54591.0,0.0,1.0,0,3.0,6.0,2.0,8.0,10.0,519.0,0.0,3.0,11.0,519.0,376.0,4.0,94.0,12.0,9.0,24.0
102,7275,51.0,2,3,33316.0,1.0,1.0,0,3.0,2.0,1.0,4.0,12.0,131.0,0.0,3.0,11.0,131.0,79.0,1.0,31.0,4.0,4.0,12.0
103,8687,44.0,5,2,53172.0,0.0,1.0,0,3.0,2.0,3.0,8.0,6.0,486.0,0.0,3.0,11.0,486.0,121.0,62.0,90.0,68.0,20.0,125.0
104,7527,54.0,3,3,23748.0,1.0,0.0,0,3.0,2.0,1.0,3.0,16.0,76.0,0.0,3.0,11.0,76.0,6.0,6.0,29.0,12.0,15.0,8.0
105,4188,65.0,2,2,36864.0,0.0,1.0,0,3.0,5.0,2.0,4.0,16.0,354.0,0.0,3.0,11.0,354.0,204.0,5.0,39.0,17.0,0.0,89.0
106,10841,47.0,5,5,56559.0,0.0,1.0,0,3.0,4.0,3.0,8.0,8.0,484.0,0.0,3.0,11.0,484.0,226.0,22.0,133.0,41.0,31.0,31.0
107,8180,70.0,3,3,59354.0,1.0,1.0,0,3.0,6.0,1.0,5.0,12.0,310.0,0.0,3.0,11.0,310.0,233.0,2.0,53.0,3.0,5.0,14.0
108,1071,46.0,3,5,70179.0,0.0,1.0,0,3.0,7.0,3.0,13.0,10.0,1034.0,0.0,3.0,11.0,1034.0,532.0,88.0,168.0,69.0,44.0,133.0
109,5883,50.0,4,2,77981.0,1.0,0.0,0,3.0,7.0,4.0,7.0,10.0,664.0,0.0,3.0,11.0,664.0,138.0,120.0,204.0,16.0,126.0,60.0
110,5237,72.0,2,5,48767.0,1.0,2.0,0,3.0,2.0,1.0,3.0,10.0,63.0,0.0,3.0,11.0,63.0,28.0,1.0,21.0,3.0,0.0,10.0
111,3645,50.0,2,5,27213.0,1.0,0.0,0,3.0,2.0,0.0,4.0,16.0,70.0,0.0,3.0,11.0,70.0,19.0,3.0,26.0,10.0,9.0,3.0
112,2793,46.0,3,5,70179.0,0.0,1.0,0,3.0,7.0,3.0,13.0,10.0,1034.0,0.0,3.0,11.0,1034.0,532.0,88.0,168.0,69.0,44.0,133.0
113,7004,38.0,2,2,11012.0,1.0,0.0,1,3.0,3.0,1.0,2.0,18.0,84.0,0.0,3.0,11.0,84.0,24.0,3.0,26.0,7.0,1.0,23.0
114,9977,49.0,3,2,78901.0,0.0,1.0,0,3.0,9.0,3.0,5.0,8.0,734.0,0.0,3.0,11.0,734.0,321.0,11.0,309.0,33.0,26.0,34.0
115,4186,72.0,5,2,34026.0,1.0,1.0,0,3.0,2.0,1.0,3.0,10.0,76.0,0.0,3.0,11.0,76.0,18.0,6.0,15.0,12.0,8.0,17.0
116,1328,40.0,4,4,57937.0,0.0,1.0,0,3.0,4.0,4.0,9.0,6.0,683.0,0.0,3.0,11.0,683.0,261.0,42.0,144.0,55.0,48.0,133.0
117,4096,54.0,3,3,41335.0,1.0,0.0,0,3.0,4.0,1.0,4.0,14.0,187.0,0.0,3.0,11.0,187.0,112.0,19.0,21.0,16.0,14.0,5.0
118,10299,53.0,2,5,48240.0,0.0,0.0,0,3.0,6.0,3.0,13.0,10.0,882.0,0.0,3.0,11.0,882.0,389.0,91.0,248.0,64.0,49.0,41.0
119,2262,57.0,5,3,45143.0,0.0,1.0,0,3.0,6.0,1.0,5.0,14.0,311.0,0.0,3.0,11.0,311.0,202.0,5.0,74.0,11.0,5.0,14.0
120,9697,71.0,4,2,53790.0,0.0,2.0,0,3.0,7.0,2.0,8.0,12.0,542.0,0.0,3.0,11.0,542.0,335.0,42.0,127.0,28.0,5.0,5.0
121,5748,57.0,4,2,59754.0,0.0,1.0,0,3.0,5.0,2.0,6.0,10.0,475.0,0.0,3.0,11.0,475.0,115.0,27.0,44.0,4.0,146.0,139.0
122,7300,70.0,4,2,69142.0,0.0,1.0,1,3.0,8.0,1.0,7.0,10.0,535.0,0.0,3.0,11.0,535.0,448.0,4.0,34.0,6.0,4.0,39.0
123,3308,70.0,4,2,35704.0,1.0,1.0,0,3.0,2.0,0.0,4.0,8.0,94.0,0.0,3.0,11.0,94.0,30.0,9.0,12.0,2.0,11.0,30.0
124,3635,60.0,2,5,52597.0,0.0,1.0,0,3.0,6.0,3.0,8.0,10.0,578.0,0.0,3.0,11.0,578.0,492.0,0.0,37.0,7.0,0.0,42.0
125,11188,65.0,5,2,26091.0,1.0,0.0,0,3.0,2.0,1.0,3.0,10.0,89.0,0.0,3.0,11.0,89.0,15.0,10.0,19.0,8.0,17.0,20.0
126,5835,46.0,3,5,14849.0,1.0,0.0,0,3.0,2.0,0.0,4.0,16.0,65.0,0.0,3.0,11.0,65.0,21.0,2.0,28.0,3.0,2.0,9.0
127,3469,45.0,3,5,34487.0,1.0,1.0,0,3.0,3.0,0.0,3.0,18.0,103.0,0.0,3.0,11.0,103.0,19.0,18.0,33.0,24.0,1.0,8.0
128,6357,63.0,3,4,59052.0,0.0,1.0,0,3.0,7.0,1.0,7.0,10.0,491.0,0.0,3.0,11.0,491.0,230.0,35.0,75.0,63.0,57.0,31.0
129,2453,62.0,5,2,62807.0,0.0,1.0,0,3.0,5.0,3.0,12.0,10.0,819.0,0.0,3.0,11.0,819.0,526.0,28.0,135.0,10.0,21.0,99.0
130,1829,61.0,3,5,54959.0,0.0,1.0,1,3.0,9.0,5.0,4.0,14.0,1232.0,0.0,3.0,11.0,1232.0,1148.0,0.0,60.0,0.0,0.0,24.0
131,9909,26.0,5,4,7500.0,0.0,0.0,0,3.0,3.0,1.0,3.0,0.0,122.0,0.0,3.0,11.0,122.0,3.0,18.0,14.0,15.0,22.0,50.0
132,221,67.0,4,2,48726.0,0.0,1.0,0,3.0,3.0,2.0,4.0,12.0,242.0,0.0,3.0,11.0,242.0,138.0,3.0,38.0,4.0,0.0,59.0
133,10307,66.0,4,2,50387.0,0.0,2.0,0,3.0,6.0,2.0,8.0,10.0,525.0,0.0,3.0,11.0,525.0,369.0,9.0,87.0,12.0,14.0,34.0
134,10260,57.0,5,3,45143.0,0.0,1.0,0,3.0,6.0,1.0,5.0,14.0,311.0,0.0,3.0,11.0,311.0,202.0,5.0,74.0,11.0,5.0,14.0
135,7011,49.0,4,2,33471.0,1.0,0.0,0,3.0,3.0,0.0,4.0,14.0,93.0,0.0,3.0,11.0,93.0,43.0,2.0,27.0,0.0,9.0,12.0
136,10177,68.0,3,2,72071.0,0.0,1.0,0,3.0,5.0,4.0,8.0,4.0,1338.0,0.0,3.0,11.0,1338.0,531.0,69.0,300.0,150.0,138.0,150.0
